131.08 121.54 109.49 106.85 129.02  64.69  68.86  68.19  98.60   0.00 
131.08 129.93 129.22 114.64  82.37  58.32  92.72 122.19  93.17   0.00 
131.08 129.68 107.32 114.30 104.56 103.86  99.56  64.92  26.88   0.00 
131.08 129.38 128.58 115.01  94.67 118.22  93.02  62.68 104.30   0.00 
131.08 121.16 118.09 108.42  88.61  59.23  88.01  98.52  67.89   0.00 
131.08 126.48 119.74 115.47 122.76 125.80  70.15  57.50 117.76   0.00 
131.08 120.03 114.14 124.73 123.93  73.98 127.32  71.61  51.56   0.00 
131.08 124.52 116.29 102.66  79.35 116.57  94.03  68.70  72.45   0.00 
131.08 128.84 120.86 125.53 113.60  88.26  54.03  64.93  78.91   0.00 
131.08 129.38 103.93 116.29  93.60  90.93 108.31  52.61  23.99   0.00 
131.08 130.02 117.65  90.53  81.17  89.74  61.17  47.76  16.11   0.00 
131.08 126.57 110.32 120.58 113.32 111.35  54.22  98.36  95.48   0.00 
131.08 118.03 131.04 111.69 117.09 106.55 125.40 101.90  27.74   0.00 
131.08 123.91 111.05 110.15  81.72 104.17  67.35  44.89  18.79   0.00 
131.08 121.33 117.52  98.99  88.55  69.65 116.20  77.33  54.22   0.00 
131.08 121.39 119.52  93.45 125.54  85.81  58.08 116.09  21.89   0.00 
131.08 129.94 105.50  87.81  86.23  64.05  95.67  63.68  94.75   0.00 
131.08 122.52 114.90  87.80  82.02 107.82  46.38  60.32  90.25   0.00 
131.08 119.61 110.55 126.46 117.95  65.44  51.07  70.96  16.83   0.00 
131.08 130.97 123.36  91.83  99.72 106.17  60.44 117.28  84.12   0.00 
131.08 127.77 122.53 106.08 103.93  63.42 113.13  49.25  39.93   0.00 
131.08 120.11 122.34 102.94  90.40  62.17 116.10  87.07  99.91   0.00 
131.08 120.82 114.11 125.95  91.87  99.45 109.12 116.98  15.35   0.00 
131.08 117.51 123.11 111.01  74.02  81.32 108.23 104.98 120.74   0.00 
