131.08 123.49 119.64 126.40 100.54 100.98 111.68  43.85  87.91   0.00 
131.08 119.28 104.96 111.22  99.42  78.29  51.09  43.04 107.09   0.00 
131.08 128.86 115.74 114.97  92.82 121.93  88.62  50.44 105.20   0.00 
131.08 122.54 109.22 109.99  78.01  88.29 126.48  31.10  47.90   0.00 
131.08 117.67 106.03 115.84 107.72  74.42 120.62  37.37  19.73   0.00 
131.08 126.87 114.37 113.63 123.68  95.33 121.93  63.30  48.25   0.00 
131.08 127.91 119.68  89.52  93.20 121.30 117.14  46.82  45.70   0.00 
131.08 125.96 113.10 123.53  78.20  90.07 123.53  92.95  51.01   0.00 
131.08 129.24 122.21  87.42  94.71 116.64  99.63 103.59 122.14   0.00 
131.08 118.33 128.35  93.44  74.68 107.74 121.57  91.64  75.79   0.00 
131.08 122.55 117.43 118.84 110.11  68.78 103.10  38.23 103.55   0.00 
131.08 117.65 115.64 117.28 116.43  93.65 116.36 110.58 101.38   0.00 
131.08 119.23 120.63 102.26 108.54 103.33  70.92  81.63  14.82   0.00 
131.08 129.36 104.54  96.39 107.30 114.65  72.48  37.63 114.69   0.00 
131.08 124.66 113.41  92.88 119.66  64.72  98.91  48.85 124.70   0.00 
131.08 126.88 108.47 119.59 116.79  75.15  99.06 107.83  79.54   0.00 
131.08 123.39 110.26 124.04 126.42  94.09  51.85  97.57  40.71   0.00 
131.08 126.15 110.06  90.93  91.40 113.11  74.93  34.70  98.62   0.00 
131.08 117.42 105.20 130.66 120.28  77.21 107.24  86.42 122.56   0.00 
131.08 123.73 116.70 107.94 129.77  78.51  44.16  87.56  49.68   0.00 
131.08 126.66 125.40 126.41  97.10 116.77  76.30 119.90  71.65   0.00 
131.08 122.14 118.87  93.75 126.61  89.66 130.77 128.71  84.67   0.00 
131.08 123.42 108.36 108.27 112.27  78.00 108.75 128.26  96.22   0.00 
131.08 119.56 106.04  93.59 104.46  66.05 117.47  75.60 111.26   0.00 
