131.08 123.85 107.34 120.18  89.08 128.51 108.88 117.03  18.49   0.00 
131.08 122.12 130.57 112.36 109.27  62.67 130.69  58.57  67.36   0.00 
131.08 124.40 122.79 110.86  92.61 121.96 115.29  67.90  59.28   0.00 
131.08 116.57 124.59 102.49  92.63  60.60  94.55  86.30  23.01   0.00 
131.08 125.07 116.53 114.37  81.92 130.37  72.87  60.51  74.33   0.00 
131.08 126.32 112.49 116.47  99.94  67.60  47.54 100.26 125.80   0.00 
131.08 124.64 109.57 117.03 127.38 112.70  82.11  97.30 101.01   0.00 
131.08 120.07 121.61  98.79 109.67  70.31  60.49  55.74 101.43   0.00 
131.08 122.61 109.87 119.76 112.61 113.10  49.35  90.67  27.79   0.00 
131.08 125.68 105.50 108.84 111.67 123.96  54.04 103.84  28.33   0.00 
131.08 130.17 111.08  89.99 122.48  65.79  61.34  29.60  60.39   0.00 
131.08 119.97 114.80 119.81  82.20 118.45  90.79  81.20  24.00   0.00 
131.08 128.27 126.63 121.10 121.10  79.51  52.23  54.61 110.90   0.00 
131.08 116.60 119.06 100.53 125.06 106.63 101.83 120.15  16.29   0.00 
131.08 119.72 112.96  94.17 120.34  85.00  93.95 100.91  42.15   0.00 
131.08 120.82 121.47 104.35  89.22 110.75 118.38 127.65  68.42   0.00 
131.08 128.70 115.19 122.17  74.51  58.74 109.90  76.95  33.20   0.00 
131.08 124.95 121.87  88.71  98.52  72.25 103.80  60.61  66.93   0.00 
131.08 117.33 124.70 102.25 130.36  81.24  97.28 102.46  71.10   0.00 
131.08 119.28 106.22  98.16  86.67 120.33  93.19  78.41  33.68   0.00 
131.08 128.59 117.18 123.54  80.99 114.98 111.36 117.15 105.54   0.00 
131.08 126.15 124.60  94.09  79.15 124.57  77.45  90.63  99.13   0.00 
131.08 126.02 115.34 100.73 129.67  59.43  78.29 111.10 116.27   0.00 
131.08 127.05 105.04  99.80  90.43 112.38 110.03 110.92  94.97   0.00 
