131.08 128.82 122.46  95.71  91.63 100.87  79.71 116.80  15.91   0.00 
131.08 122.69 125.14  89.12  74.89  74.74  63.53 130.10 105.82   0.00 
131.08 128.78 119.54 106.80  75.87 107.53  96.28 122.25 114.84   0.00 
131.08 116.73 111.58 125.96 105.68  68.43  94.53 130.91  74.73   0.00 
131.08 118.92 102.74 127.76 103.24 115.35  45.27  60.95 129.63   0.00 
131.08 129.92 120.11 127.19  92.60  88.77  94.02 124.23  26.64   0.00 
131.08 117.70 110.22 123.48  82.30  71.24  55.47  64.79  96.06   0.00 
131.08 117.82 113.42 113.86  90.12 101.06  88.25  65.27 106.99   0.00 
131.08 126.61 126.32 123.68 122.81 114.39 116.36  58.59 114.76   0.00 
131.08 121.48 130.79 105.09 106.20  92.81 105.95 106.47 125.57   0.00 
131.08 117.89 127.03 119.36 130.42  58.55  47.63 124.93  22.02   0.00 
131.08 120.43 131.06 124.28  85.75  65.00 110.90  51.10  25.75   0.00 
131.08 128.83 102.94  92.09 105.11  74.66  45.02 129.42  87.56   0.00 
131.08 121.60 115.94  87.61  74.78 102.64  48.54 126.83 115.10   0.00 
131.08 124.70 122.18 127.47 112.60 107.48  77.53  97.68  60.09   0.00 
131.08 124.58 109.86 119.66 109.10 107.63  58.87  67.17 106.47   0.00 
131.08 129.21 126.05  89.01 109.70  80.21  48.78  51.33  34.45   0.00 
131.08 129.73 130.34  97.78 124.46 115.62  49.95  77.53  90.34   0.00 
131.08 120.17 122.53 109.37  96.84  78.33  53.98 105.74  91.79   0.00 
131.08 126.77 118.33  99.92 110.57  71.71  73.60  65.16  96.20   0.00 
131.08 130.49 123.10 107.49  88.55  96.35  54.49  67.06  20.53   0.00 
131.08 129.65 120.96 114.07 114.80 101.58 102.95 117.63  51.98   0.00 
131.08 127.13 103.72 105.87 124.74  59.07 114.51  84.03 103.27   0.00 
131.08 129.46 121.70  99.12  93.42  99.32  79.72  71.77  98.80   0.00 
